"cmc","description","numOfColors","numOfReprints","power","rarity","toughness","keywords","releaseDate","price"
"6","put a token onto the battlefield that's a copy of target artifact or creature. cipher","1","1","0","14","0","[u'Cipher']","734806","0.35"
"3","whenever this becomes blocked defending player discards a card.","1","2","2.0","1","2.0","[]","734806","0.20"
"6","target player sacrifices an artifact and a land. this deals 2 damage to that player.","1","1","0","1","0","[]","734806","0.20"
"4","trample each creature you control with a +1/+1 counter on it has trample.","1","2","4.0","5","3.0","[u'Trample']","734806","0.20"
"6","","1","1","6.0","5","5.0","[]","734806","0.18"
"3","whenever this is dealt damage it deals that much damage to target creature or player.","2","1","3.0","14","3.0","[u'First strike']","734806","2.18"
"1","move any number of +1/+1 counters from target creature onto another target creature with the same controller.","2","1","0","1","0","[]","734806","0.19"
"3","","1","3","3.0","1","4.0","[]","734806","0.19"
"3","evolve move a +1/+1 counter from this onto target creature.","1","1","1.0","5","2.0","[u'Evolve']","734806","0.22"
"1","enchant creature enchanted creature gets - x/- x where x is the number of creature cards in its controller's graveyard.","1","1","0","1","0","[]","734806","0.19"
"3","look at the top card of your library. if it's a creature card you may reveal it and put it into your hand. target creature you control fights another target creature. you get an emblem with "" creatures you control have double strike trample hexproof and haste.""","2","1","0","18","0","[u'Trample', u'Hexproof', u'Haste', u'Double strike']","734806","7.15"
"2","creatures you control become x/ x until end of turn.","2","1","0","14","0","[]","734806","0.33"
"1","shuffle this and up to three target cards from a single graveyard into their owners' libraries.","1","1","0","5","0","[]","734806","0.18"
"6","x +1/+1 counters on it where x is the greatest power among other creatures you control. when this enters the battlefield draw cards equal to its power.","2","2","1.0","18","1.0","[]","734806","1.09"
"7","haste when this enters the battlefield for each opponent gain control of up to one target creature that player controls until end of turn. untap those creatures. they gain haste until end of turn.","1","1","6.0","14","4.0","[u'Haste']","734806","0.22"
"4","exile target creature. return it to the battlefield under its owner's control at the beginning of the next end step. cipher","1","1","0","5","0","[u'Cipher']","734806","0.22"
"4","trample lifelink haste at the beginning of the end step sacrifice this.","2","1","6.0","14","1.0","[u'Trample', u'Haste', u'Lifelink']","734806","0.37"
"3","defender sacrifice another creature: this gains deathtouch until end of turn.","1","1","1.0","1","4.0","[u'Defender', u'Deathtouch']","734806","0.19"
"5","bloodrush — discard this: target attacking creature gets +5/+4 until end of turn.","2","1","5.0","1","4.0","[u'Bloodrush']","734806","0.17"
"4","defender evolve","1","1","1.0","1","4.0","[u'Defender', u'Evolve']","734806","0.19"
"2","battalion — whenever this and at least two other creatures attack this gains flying until end of turn.","1","1","3.0","1","1.0","[u'Battalion', u'Flying']","734806","0.21"
"1","prevent all damage that would be dealt to target creature this turn.","1","1","0","1","0","[]","734806","0.18"
"5","flying when this dies target player puts the top five cards of his or her library into his or her graveyard.","1","1","2.0","5","5.0","[u'Flying']","734806","0.18"
"3","","2","1","0","5","0","[]","734806","0.21"
"3","prevent all combat damage that would be dealt to this by creatures blocking it.","0","1","2.0","1","1.0","[]","734806","0.18"
"2","","1","1","2.0","1","2.0","[]","734806","0.18"
"5","at the beginning of your upkeep put a muster counter on this. then put a 1/1 red and white soldier creature token with haste onto the battlefield for each muster counter on this.","2","1","0","14","0","[u'Haste']","734806","2.31"
"3","add or to your mana pool. horror artifact creature until end of turn and is unblockable this turn.","2","1","0","5","0","[]","734806","0.22"
"7","trample whenever this deals combat damage to a player put a token onto the battlefield that's a copy of this.","1","1","7.0","18","7.0","[u'Trample']","734806","1.70"
"4","bloodrush — discard this: target attacking creature gets +2/+4 until end of turn.","1","1","2.0","1","4.0","[u'Bloodrush']","734806","0.18"
"3","return each creature card with converted mana cost x from your graveyard to the battlefield.","2","1","0","14","0","[]","734806","0.59"
"6","","2","1","7.0","1","6.0","[]","734806","0.18"
"4","","1","1","0","5","0","[]","734806","0.18"
"2","enchant creature enchanted creature gets +3/+0 and can't be blocked except by two or more creatures.","1","1","0","1","0","[]","734806","0.23"
"2","target creature gets +3/+0 until end of turn. target creature gets +0/+3 until end of turn.","2","1","0","1","0","[]","734806","0.23"
"4","target opponent discards two cards and you gain 2 life.","2","1","0","1","0","[]","734806","0.18"
"12","draw cards equal to the number of cards in your library then put a card from your hand on top of your library. you have no maximum hand size until your next turn.","1","1","0","18","0","[]","734806","1.55"
"2","untap target gate.","1","1","2.0","1","1.0","[]","734806","0.19"
"2","whenever this is dealt damage you may destroy target nonland permanent.","2","1","1.0","14","1.0","[]","734806","0.52"
"1","enchant creature at the beginning of your upkeep put a +1/+1 counter on enchanted creature.","1","1","0","1","0","[]","734806","0.19"
"2","return target creature card from your graveyard to your hand.","1","1","0","1","0","[]","734806","0.18"
"4","enchant creature enchanted creature can't attack or block and its activated abilities can't be activated. at the beginning of the upkeep of enchanted creature's controller that player loses 1 life.","2","1","0","5","0","[]","734806","0.22"
"6","flying trample whenever this deals combat damage to a player gain control of all artifacts that player controls. at the beginning of your upkeep if you control twenty or more artifacts you win the game.","1","1","6.0","18","5.0","[u'Trample', u'Flying']","734806","1.90"
"3","flying whenever this deals combat damage to a player that player exiles the top card of his or her library. you may play cards exiled with this.","2","2","2.0","14","3.0","[u'Flying']","734806","0.75"
"4","put a loyalty counter on this for each creature target opponent controls. until end of turn this becomes an indestructible human soldier creature with power and toughness each equal to the number of loyalty counters on him. he's still a planeswalker. prevent all damage that would be dealt to him this turn. exile all other permanents.","1","1","0","18","0","[u'Indestructible', u'Champion']","734806","4.81"
"6","flying creatures with flying your opponents control get -1/-1.","1","1","3.0","5","3.0","[u'Flying']","734806","0.20"
"4","extort whenever you tap a swamp for mana add to your mana pool .","1","2","2.0","14","2.0","[u'Extort']","734806","2.32"
"4","target creature an opponent controls blocks this turn if able. untap that creature. other creatures that player controls can't block this turn.","1","1","0","5","0","[]","734806","0.20"
"2","x damage divided as you choose among any number of target creatures players. tap each creature dealt damage this way. players dealt damage this way can't cast noncreature spells this turn.","2","1","0","18","0","[]","734806","0.99"
"2","enchant creature enchanted creature has hexproof and can't be blocked by more than one creature.","1","1","0","5","0","[u'Hexproof']","734806","0.30"
"3","defender extort","1","1","1.0","1","4.0","[u'Extort', u'Defender']","734806","0.19"
"2","target player puts the top three cards of his or her library into his or her graveyard. cipher","2","1","0","1","0","[u'Cipher']","734806","0.18"
"4","enchant creature you control enchanted creature. discard two cards: this's controller sacrifices it then draws two cards. only any opponent may activate this ability.","2","1","0","14","0","[]","734806","0.31"
"3","creatures you control get +0/+1 for each gate you control and have vigilance.","1","1","0","5","0","[u'Vigilance']","734806","0.18"
"3","battalion — whenever this and at least two other creatures attack this gets +2/+0 until end of turn.","1","1","2.0","1","3.0","[u'Battalion']","734806","0.18"
"5","evolve","1","1","6.0","1","2.0","[u'Evolve']","734806","0.18"
"1","as this enters the battlefield choose a basic land type. lands you control are the chosen type in addition to their other types.","1","1","1.0","14","1.0","[]","734806","0.22"
"4","enchant creature enchanted creature gets +2/+2. enchanted creature is unblockable as long as you control a gate.","1","1","0","1","0","[]","734806","0.18"
"2","enchant creature enchanted creature gets -5/-0. return this to its owner's hand.","1","2","0","5","0","[]","734806","0.21"
"2","enchant land enchanted land is a swamp. whenever enchanted land becomes tapped its controller loses 2 life.","1","2","0","1","0","[]","734806","0.19"
"2","","1","3","1.0","5","1.0","[]","734806","0.39"
"5","extort when this enters the battlefield pay any amount of life. target opponent reveals that many cards from his or her hand. you choose one of them and exile it.","2","1","1.0","5","3.0","[u'Extort']","734806","0.23"
"2","enchant land enchanted land has "" : target creature gains flying until end of turn. activate this ability only any time you could cast a sorcery.""","1","1","0","1","0","[u'Flying']","734806","0.20"
"2","target land becomes a 3/3 elemental creature with flying until end of turn. it's still a land.","2","1","0","1","0","[u'Flying']","734806","0.18"
"5","","2","1","4.0","1","4.0","[u'Vigilance']","734806","0.18"
"2","tap target creature an opponent controls. that creature doesn't untap during its controller's next untap step. cipher","1","1","0","1","0","[u'Cipher']","734806","0.25"
"2","target player sacrifices a creature then gains life equal to that creature's toughness.","1","1","0","1","0","[]","734806","0.23"
"3","creatures you control have haste and attack each combat if able.","1","2","2.0","5","2.0","[u'Haste']","734806","0.18"
"7","vigilance when this enters the battlefield for each opponent exile up to one target creature that player controls and that player gains life equal to its power.","1","1","4.0","14","7.0","[u'Vigilance']","734806","0.31"
"2","extort","1","1","2.0","1","2.0","[u'Extort']","734806","0.20"
"6","target player loses 1 life discards a card then sacrifices a permanent. cipher","1","1","0","14","0","[u'Cipher']","734806","0.35"
"1","haste battalion — whenever this and at least two other creatures attack creatures you control gain first strike and trample until end of turn and can't be blocked by creature tokens this turn.","1","1","1.0","14","1.0","[u'First strike', u'Trample', u'Battalion', u'Haste']","734806","4.25"
"7","flying when this enters the battlefield for each opponent you may cast up to one target instant or sorcery card from that player's graveyard without paying its mana cost. if a card cast this way would be put into a graveyard this turn exile it instead.","1","1","5.0","14","5.0","[u'Flying']","734806","0.28"
"4","flying","1","3","3.0","1","2.0","[u'Flying']","734806","0.18"
